I0822 08:52:08.536297  6701     0 /src/braft_builder/brpc/src/brpc/server.cpp:1207] Server[braft::RaftStatImpl+braft::FileServiceImpl+braft::RaftServiceImpl+braft::CliServiceImpl+example::CounterServiceImpl] is serving on port=8101.
I0822 08:52:08.536941  6701     0 /src/braft_builder/brpc/src/brpc/server.cpp:1210] Check out http://ddd8ebd6c85b:8101 in web browser.
I0822 08:52:08.537995  6701     0 /src/braft_builder/braft/src/braft/log.cpp:698] Use crc32c as the checksum type of appending entries
W0822 08:52:08.538237  6701     0 /src/braft_builder/braft/src/braft/protobuf_file.cpp:91] open file failed, path: ./data/log/log_meta: FILE_ERROR_NOT_FOUND
W0822 08:52:08.538615  6701     0 /src/braft_builder/braft/src/braft/log.cpp:709] ./data/log is empty
I0822 08:52:08.541008  6701     0 /src/braft_builder/braft/src/braft/log.cpp:1165] log save_meta ./data/log/log_meta first_log_index: 1 time: 2197
W0822 08:52:08.541332  6701     0 /src/braft_builder/braft/src/braft/protobuf_file.cpp:91] open file failed, path: ./data/raft_meta/raft_meta: FILE_ERROR_NOT_FOUND
I0822 08:52:08.541548  6701     0 /src/braft_builder/braft/src/braft/raft_meta.cpp:521] Loaded single stable meta, path ./data/raft_meta term 1 votedfor 0.0.0.0:0:0:0 time: 214
I0822 08:52:08.541741  6701     0 /src/braft_builder/braft/src/braft/node.cpp:628] node Counter:172.17.0.2:8101:0:0 init, term: 1 last_log_id: (index=0,term=0) conf: 172.17.0.2:8101:0:0,172.17.0.2:10003:0:0,172.17.0.2:10005:0:0 old_conf: 
I0822 08:52:08.541955  6701     0 /src/braft_builder/braft/example/counter_modified/server.cpp:391] Counter service is running on 0.0.0.0:8101
I0822 08:52:08.721115  6735 4294972160 /src/braft_builder/braft/src/braft/node.cpp:975] node Counter:172.17.0.2:8101:0:0 starts to do snapshot
I0822 08:52:08.721431  6735 4294972160 /src/braft_builder/braft/src/braft/snapshot_executor.cpp:154] node Counter:172.17.0.2:8101:0:0 the gap between fsm applied index 0 and last_snapshot_index 0 is less than 1, will clear bufferred logs and return success
I0822 08:52:14.116193  6733 4294972161 /src/braft_builder/braft/src/braft/node.cpp:1616] node Counter:172.17.0.2:8101:0:0 term 1 start pre_vote
I0822 08:52:14.346624  6735 8589939456 /src/braft_builder/braft/src/braft/node.cpp:2157] node Counter:172.17.0.2:8101:0:0 received PreVote from 172.17.0.2:8102:0:0 in term 2 current_term 1 granted 1 rejected_by_lease 0
I0822 08:52:14.385456  6734 8589934594 /src/braft_builder/braft/src/braft/node.cpp:1541] node Counter:172.17.0.2:8101:0:0 received PreVoteResponse from 172.17.0.2:10005:0:0 term 1 granted 1 rejected_by_lease 0 disrupted 0
I0822 08:52:14.385720  6734 8589934594 /src/braft_builder/braft/src/braft/node.cpp:1682] node Counter:172.17.0.2:8101:0:0 term 1 start vote and grant vote self
I0822 08:52:14.391779  6734 8589934594 /src/braft_builder/braft/src/braft/raft_meta.cpp:546] Saved single stable meta, path ./data/raft_meta term 2 votedfor 172.17.0.2:8101:0:0 time: 5345
W0822 08:52:14.397292  6735 8589934596 /src/braft_builder/braft/src/braft/node.cpp:1508] node Counter:172.17.0.2:8101:0:0 received invalid PreVoteResponse from 172.17.0.2:10003:0:0 ctx_version 2 current_ctx_version 3
I0822 08:52:14.440357  6735 12884901892 /src/braft_builder/braft/src/braft/node.cpp:2157] node Counter:172.17.0.2:8101:0:0 received PreVote from 172.17.0.2:8100:0:0 in term 2 current_term 2 granted 1 rejected_by_lease 0
W0822 08:52:14.480585  6733 4294970626 /src/braft_builder/braft/src/braft/node.cpp:1483] node Counter:172.17.0.2:8101:0:0 received RequestVoteResponse from 172.17.0.2:10003:0:0 error: [E1014]Got EOF of Socket{id=187fd=12 addr=172.17.0.2:10003:46724} (0x0x55d570c822c0)
I0822 08:52:14.546384  6733 8589937922 /src/braft_builder/braft/src/braft/node.cpp:1432] node Counter:172.17.0.2:8101:0:0 received RequestVoteResponse from 172.17.0.2:10005:0:0 term 2 granted 1 rejected_by_lease 0 disrupted 0
I0822 08:52:14.546655  6733 8589937922 /src/braft_builder/braft/src/braft/node.cpp:1936] node Counter:172.17.0.2:8101:0:0 term 2 become leader of group 172.17.0.2:8101:0:0,172.17.0.2:10003:0:0,172.17.0.2:10005:0:0 
I0822 08:52:14.546973  6733 8589937922 /src/braft_builder/braft/src/braft/replicator.cpp:144] Replicator=2207613190149@172.17.0.2:10003:0:0 is started, group Counter
I0822 08:52:14.547281  6733 8589937922 /src/braft_builder/braft/src/braft/replicator.cpp:144] Replicator=1142461300737@172.17.0.2:10005:0:0 is started, group Counter
I0822 08:52:14.548012  6725 21474841345 /src/braft_builder/braft/src/braft/log.cpp:117] Created new segment `./data/log/log_inprogress_00000000000000000001' with fd=13
I0822 08:52:14.698142  6734 4294967809 /src/braft_builder/braft/example/counter_modified/server.cpp:300] Configuration of this group is 172.17.0.2:8101:0:0,172.17.0.2:10003:0:0,172.17.0.2:10005:0:0
I0822 08:52:14.698382  6734 4294967809 /src/braft_builder/braft/src/braft/node.cpp:3334] node Counter:172.17.0.2:8101:0:0 reset ConfigurationCtx, new_peers: 172.17.0.2:8101:0:0,172.17.0.2:10003:0:0,172.17.0.2:10005:0:0, old_peers: 172.17.0.2:8101:0:0,172.17.0.2:10003:0:0,172.17.0.2:10005:0:0
I0822 08:52:14.698597  6734 4294967809 /src/braft_builder/braft/example/counter_modified/server.cpp:286] Node becomes leader
W0822 08:52:17.547449  6735 4294972164 /src/braft_builder/braft/src/braft/replicator.cpp:305] Group Counter fail to issue RPC to 172.17.0.2:10003:0:0 _consecutive_error_times=1, [E1014]Got EOF of Socket{id=17179869277fd=10 addr=172.17.0.2:10003:46726} (0x0x55d570b2a000) [R1][E1008]Reached timeout=2500ms @172.17.0.2:10003
W0822 08:52:17.547685  6725 4294972165 /src/braft_builder/braft/src/braft/replicator.cpp:305] Group Counter fail to issue RPC to 172.17.0.2:10005:0:0 _consecutive_error_times=1, [E1014]Got EOF of Socket{id=100fd=12 addr=172.17.0.2:10005:33424} (0x0x55d570b2b340) [R1][E1008]Reached timeout=2500ms @172.17.0.2:10005
W0822 08:52:19.002939  6735 8589939463 /src/braft_builder/brpc/src/brpc/input_messenger.cpp:381] Fail to read from Socket{id=8589934689 fd=11 addr=127.0.0.1:48488:8101} (0x55d570b2ab00): Connection reset by peer
W0822 08:52:19.239071  6725 8589939461 /src/braft_builder/brpc/src/brpc/input_messenger.cpp:381] Fail to read from Socket{id=8589934688 fd=9 addr=127.0.0.1:48504:8101} (0x55d570b2a840): Connection reset by peer
W0822 08:52:26.386048  6734 4294972181 /src/braft_builder/braft/src/braft/replicator.cpp:305] Group Counter fail to issue RPC to 172.17.0.2:10005:0:0 _consecutive_error_times=1, [E1014]Got EOF of Socket{id=25769803879fd=9 addr=172.17.0.2:10005:48872} (0x0x55d570b2bb80) [R1][E1008]Reached timeout=2500ms @172.17.0.2:10005
W0822 08:52:31.750120  6735 4294972192 /src/braft_builder/braft/src/braft/replicator.cpp:305] Group Counter fail to issue RPC to 172.17.0.2:10005:0:0 _consecutive_error_times=1, [E1014]Got EOF of Socket{id=34359738465fd=10 addr=172.17.0.2:10005:54632} (0x0x55d570b2ab00) [R1][E1008]Reached timeout=2500ms @172.17.0.2:10005
W0822 08:52:34.548440  6735 4294972196 /src/braft_builder/braft/src/braft/node.cpp:815] node Counter:172.17.0.2:8101:0:0 term 2 steps down when alive nodes don't satisfy quorum dead_nodes: 172.17.0.2:10003:0:0,172.17.0.2:10005:0:0 conf: 172.17.0.2:8101:0:0,172.17.0.2:10003:0:0,172.17.0.2:10005:0:0
I0822 08:52:34.548747  6725 55834578180 /src/braft_builder/braft/example/counter_modified/server.cpp:290] Node stepped down : Majority of the group dies
I0822 08:52:34.548754  6735 4294972196 /src/braft_builder/braft/src/braft/replicator.cpp:1004] Group Counter Replicator=2207613190149 is going to quit
I0822 08:52:34.549154  6735 4294972196 /src/braft_builder/braft/src/braft/replicator.cpp:1268] Replicator=2207613190149 is going to quit
I0822 08:52:34.549392  6735 4294972196 /src/braft_builder/braft/src/braft/replicator.cpp:1004] Group Counter Replicator=1142461300737 is going to quit
I0822 08:52:34.549579  6735 4294972196 /src/braft_builder/braft/src/braft/replicator.cpp:1268] Replicator=1142461300737 is going to quit
